transaction_id,account_id,customer_id,transaction_date,transaction_type,debit_credit,amount_aud,merchant_category,channel,description,is_flagged,settlement_date
TXN000950,ACC00309,CUST0168,2024-01-13,Refund,Credit,3620.15,Retail,ATM,Refund - Travel,N,2024-01-13
TXN000951,ACC00144,CUST0123,2023-07-19,PayID,Credit,13571.07,Entertainment,ATM,PayID - Healthcare,N,2023-07-19
TXN000952,ACC00007,CUST0099,2022-07-27,ATM Withdrawal,Debit,10696.72,Utilities,EFTPOS,ATM Withdrawal - Retail,N,2022-07-28
TXN000953,ACC00341,CUST0197,2023-06-29,Refund,Credit,1560.38,Retail,EFTPOS,Refund - Travel,N,2023-07-01
TXN000954,ACC00196,CUST0043,2022-03-28,BPAY,Debit,9025.33,Fuel,EFTPOS,BPAY - Fuel,N,2022-03-28
TXN000955,ACC00185,CUST0170,2024-05-13,PayID,Credit,12229.44,Groceries,Branch,PayID - Retail,N,2024-05-15
TXN000956,ACC00268,CUST0022,2022-03-18,Refund,Credit,14103.01,Travel,Mobile App,Refund - Utilities,N,2022-03-18
TXN000957,ACC00323,CUST0065,2023-11-05,ATM Withdrawal,Debit,1482.96,Groceries,ATM,ATM Withdrawal - Healthcare,N,2023-11-07
TXN000958,ACC00177,CUST0093,2023-12-23,Transfer,Credit,14603.72,Healthcare,ATM,Transfer - Groceries,N,2023-12-25
TXN000959,ACC00326,CUST0195,2023-06-23,Transfer,Credit,11529.4,Utilities,EFTPOS,Transfer - Entertainment,N,2023-06-24
TXN000960,ACC00089,CUST0173,2024-10-20,Direct Debit,Debit,12849.84,Entertainment,EFTPOS,Direct Debit - Utilities,N,2024-10-21
TXN000961,ACC00052,CUST0076,2022-07-05,Direct Debit,Debit,9592.14,Retail,Internet Banking,Direct Debit - Travel,N,2022-07-07
TXN000962,ACC00249,CUST0002,2023-12-20,ATM Withdrawal,Debit,5055.68,Entertainment,Internet Banking,ATM Withdrawal - Restaurants,N,2023-12-20
TXN000963,ACC00098,CUST0153,2023-09-28,PayID,Credit,13632.55,Healthcare,EFTPOS,PayID - Restaurants,N,2023-09-30
TXN000964,ACC00039,CUST0077,2023-02-11,PayID,Credit,1401.36,Travel,Branch,PayID - Restaurants,N,2023-02-13
TXN000965,ACC00182,CUST0120,2024-03-23,ATM Withdrawal,Debit,1996.35,Fuel,Branch,ATM Withdrawal - Fuel,N,2024-03-23
TXN000966,ACC00227,CUST0173,2022-03-25,Transfer,Credit,3689.31,Healthcare,Mobile App,Transfer - Retail,N,2022-03-27
TXN000967,ACC00113,CUST0053,2023-05-18,ATM Withdrawal,Debit,13127.16,Utilities,Internet Banking,ATM Withdrawal - Groceries,N,2023-05-18
TXN000968,ACC00314,CUST0075,2024-09-16,ATM Withdrawal,Debit,12569.12,Utilities,ATM,ATM Withdrawal - Restaurants,N,2024-09-18
TXN000969,ACC00205,CUST0066,2024-03-03,PayID,Credit,11202.14,Entertainment,Branch,PayID - Travel,N,2024-03-03
TXN000970,ACC00164,CUST0069,2024-01-02,PayID,Credit,1156.53,Restaurants,Branch,PayID - Utilities,N,2024-01-04
TXN000971,ACC00066,CUST0150,2022-07-17,Refund,Credit,14715.18,Retail,EFTPOS,Refund - Entertainment,N,2022-07-19
TXN000972,ACC00117,CUST0180,2023-12-15,PayID,Credit,10763.75,Utilities,ATM,PayID - Healthcare,N,2023-12-15
TXN000973,ACC00236,CUST0011,2024-06-15,ATM Withdrawal,Debit,7457.5,Fuel,Internet Banking,ATM Withdrawal - Groceries,N,2024-06-17
TXN000974,ACC00333,CUST0046,2022-04-28,ATM Withdrawal,Debit,13437.73,Restaurants,Mobile App,ATM Withdrawal - Entertainment,N,2022-04-30
TXN000975,ACC00142,CUST0158,2023-06-01,PayID,Credit,14210.32,Groceries,EFTPOS,PayID - Retail,N,2023-06-01
TXN000976,ACC00203,CUST0092,2023-03-17,Direct Debit,Debit,9927.35,Healthcare,Branch,Direct Debit - Utilities,N,2023-03-19
TXN000977,ACC00209,CUST0029,2022-10-23,PayID,Credit,11494.74,Entertainment,Mobile App,PayID - Groceries,N,2022-10-24
TXN000978,ACC00301,CUST0177,2022-09-03,Purchase,Debit,11619.54,Fuel,EFTPOS,Purchase - Travel,N,2022-09-05
TXN000979,ACC00100,CUST0064,2023-05-25,Refund,Credit,14696.75,Restaurants,Internet Banking,Refund - Groceries,N,2023-05-26
TXN000980,ACC00062,CUST0140,2023-11-11,ATM Withdrawal,Debit,1337.5,Travel,ATM,ATM Withdrawal - Travel,N,2023-11-11
TXN000981,ACC00176,CUST0035,2023-01-10,Direct Debit,Debit,1438.85,Restaurants,ATM,Direct Debit - Healthcare,N,2023-01-10
TXN000982,ACC00134,CUST0052,2024-04-02,Direct Debit,Debit,3009.91,Fuel,Branch,Direct Debit - Retail,N,2024-04-04
TXN000983,ACC00132,CUST0130,2022-02-11,Purchase,Debit,13189.64,Groceries,Branch,Purchase - Fuel,N,2022-02-13
TXN000984,ACC00007,CUST0099,2022-01-10,Direct Debit,Debit,4903.57,Groceries,EFTPOS,Direct Debit - Entertainment,N,2022-01-10
TXN000985,ACC00097,CUST0182,2024-10-17,Transfer,Credit,2727.62,Entertainment,Mobile App,Transfer - Restaurants,N,2024-10-19
TXN000986,ACC00091,CUST0143,2024-06-21,Refund,Credit,10595.81,Restaurants,EFTPOS,Refund - Restaurants,N,2024-06-22
TXN000987,ACC00016,CUST0118,2022-03-21,Refund,Credit,14029.46,Fuel,Branch,Refund - Healthcare,N,2022-03-23
TXN000988,ACC00093,CUST0126,2024-11-27,Purchase,Debit,2511.61,Retail,Internet Banking,Purchase - Restaurants,N,2024-11-28
TXN000989,ACC00233,CUST0052,2024-03-07,Purchase,Debit,11761.16,Fuel,Branch,Purchase - Utilities,N,2024-03-07
TXN000990,ACC00252,CUST0033,2023-01-21,Purchase,Debit,11911.02,Entertainment,Mobile App,Purchase - Retail,N,2023-01-23
TXN000991,ACC00303,CUST0200,2022-07-22,Purchase,Debit,12716.76,Entertainment,EFTPOS,Purchase - Travel,N,2022-07-24
TXN000992,ACC00103,CUST0127,2023-08-02,ATM Withdrawal,Debit,4805.43,Utilities,Branch,ATM Withdrawal - Travel,N,2023-08-03
TXN000993,ACC00043,CUST0148,2024-10-01,Purchase,Debit,358.49,Entertainment,EFTPOS,Purchase - Retail,N,2024-10-02
TXN000994,ACC00255,CUST0045,2023-08-12,PayID,Credit,11562.87,Groceries,EFTPOS,PayID - Groceries,N,2023-08-12
TXN000995,ACC00158,CUST0088,2022-12-22,PayID,Credit,9614.35,Groceries,EFTPOS,PayID - Groceries,N,2022-12-23
TXN000996,ACC00198,CUST0188,2023-01-21,BPAY,Debit,5277.13,Groceries,ATM,BPAY - Restaurants,N,2023-01-23
TXN000997,ACC00023,CUST0197,2023-03-16,Transfer,Credit,1480.66,Utilities,Branch,Transfer - Fuel,N,2023-03-17
TXN000998,ACC00106,CUST0014,2022-02-01,ATM Withdrawal,Debit,679.46,Utilities,Mobile App,ATM Withdrawal - Healthcare,Y,2022-02-01
TXN000999,ACC00338,CUST0192,2023-11-09,ATM Withdrawal,Debit,14766.05,Utilities,Branch,ATM Withdrawal - Travel,N,2023-11-09
TXN001000,ACC00307,CUST0170,2023-05-20,Direct Debit,Debit,9326.83,Travel,EFTPOS,Direct Debit - Healthcare,N,2023-05-22
TXN001001,ACC00140,CUST0085,2024-04-18,ATM Withdrawal,Debit,10354.53,Travel,ATM,ATM Withdrawal - Healthcare,N,2024-04-18
TXN001002,ACC00250,CUST0042,2023-06-04,PayID,Credit,9002.34,Travel,Mobile App,PayID - Retail,N,2023-06-06
TXN001003,ACC00115,CUST0100,2022-05-25,Purchase,Debit,9564.32,Restaurants,ATM,Purchase - Fuel,N,2022-05-26
TXN001004,ACC00086,CUST0008,2023-06-10,PayID,Credit,14329.8,Travel,Branch,PayID - Healthcare,N,2023-06-12
TXN001005,ACC00134,CUST0052,2022-08-11,ATM Withdrawal,Debit,11415.08,Utilities,Mobile App,ATM Withdrawal - Retail,N,2022-08-13
TXN001006,ACC00019,CUST0198,2024-08-18,Purchase,Debit,7182.82,Utilities,Mobile App,Purchase - Travel,N,2024-08-20
TXN001007,ACC00035,CUST0006,2023-05-11,Direct Debit,Debit,6539.79,Retail,Internet Banking,Direct Debit - Retail,N,2023-05-11
TXN001008,ACC00340,CUST0096,2024-10-28,Transfer,Credit,11502.09,Utilities,Branch,Transfer - Groceries,N,2024-10-28
TXN001009,ACC00175,CUST0190,2023-05-29,Direct Debit,Debit,13827.67,Retail,Internet Banking,Direct Debit - Groceries,N,2023-05-29
TXN001010,ACC00150,CUST0016,2024-11-01,Transfer,Credit,955.68,Utilities,Branch,Transfer - Retail,Y,2024-11-02
TXN001011,ACC00036,CUST0139,2023-05-19,Direct Debit,Debit,9025.3,Restaurants,Internet Banking,Direct Debit - Entertainment,N,2023-05-21
TXN001012,ACC00034,CUST0015,2024-04-19,Purchase,Debit,7771.19,Restaurants,Branch,Purchase - Entertainment,Y,2024-04-19
TXN001013,ACC00120,CUST0169,2022-01-13,BPAY,Debit,5718.82,Groceries,ATM,BPAY - Fuel,N,2022-01-15
TXN001014,ACC00019,CUST0198,2022-06-01,Refund,Credit,297.88,Retail,EFTPOS,Refund - Travel,N,2022-06-03
TXN001015,ACC00199,CUST0198,2024-07-09,Transfer,Credit,13653.71,Retail,EFTPOS,Transfer - Healthcare,N,2024-07-11
TXN001016,ACC00233,CUST0052,2024-09-08,Transfer,Credit,13791.48,Retail,EFTPOS,Transfer - Entertainment,N,2024-09-09
TXN001017,ACC00327,CUST0166,2022-12-24,ATM Withdrawal,Debit,14445.63,Healthcare,Internet Banking,ATM Withdrawal - Entertainment,N,2022-12-25
TXN001018,ACC00154,CUST0164,2022-10-22,ATM Withdrawal,Debit,639.28,Utilities,ATM,ATM Withdrawal - Restaurants,N,2022-10-23
TXN001019,ACC00107,CUST0055,2024-04-11,ATM Withdrawal,Debit,6317.69,Retail,ATM,ATM Withdrawal - Retail,N,2024-04-12
TXN001020,ACC00187,CUST0172,2023-11-23,ATM Withdrawal,Debit,4890.84,Restaurants,EFTPOS,ATM Withdrawal - Utilities,N,2023-11-25
TXN001021,ACC00098,CUST0153,2023-02-03,PayID,Credit,14220.13,Entertainment,ATM,PayID - Travel,N,2023-02-04
TXN001022,ACC00110,CUST0113,2024-03-15,Purchase,Debit,2120.83,Retail,Branch,Purchase - Travel,N,2024-03-15
TXN001023,ACC00173,CUST0087,2022-11-17,BPAY,Debit,9895.11,Travel,Internet Banking,BPAY - Retail,Y,2022-11-17
TXN001024,ACC00198,CUST0188,2022-12-19,PayID,Credit,4100.53,Restaurants,ATM,PayID - Utilities,N,2022-12-20
TXN001025,ACC00240,CUST0175,2023-05-19,Transfer,Credit,13020.58,Retail,Branch,Transfer - Groceries,N,2023-05-19
TXN001026,ACC00044,CUST0161,2022-02-13,Refund,Credit,131.02,Groceries,Branch,Refund - Fuel,N,2022-02-14
TXN001027,ACC00104,CUST0012,2022-11-05,Direct Debit,Debit,14369.39,Fuel,Branch,Direct Debit - Entertainment,N,2022-11-06
TXN001028,ACC00244,CUST0019,2023-11-25,Direct Debit,Debit,10554.34,Healthcare,Mobile App,Direct Debit - Restaurants,N,2023-11-25
TXN001029,ACC00084,CUST0006,2024-04-30,BPAY,Debit,1777.49,Travel,Internet Banking,BPAY - Retail,N,2024-05-01
TXN001030,ACC00128,CUST0119,2022-08-21,Transfer,Credit,9958.37,Retail,Mobile App,Transfer - Groceries,N,2022-08-22
TXN001031,ACC00243,CUST0053,2024-02-16,Refund,Credit,7153.72,Groceries,EFTPOS,Refund - Entertainment,N,2024-02-18
TXN001032,ACC00293,CUST0096,2023-01-08,Purchase,Debit,6710.55,Retail,EFTPOS,Purchase - Entertainment,N,2023-01-08
TXN001033,ACC00190,CUST0121,2022-05-22,BPAY,Debit,2659.35,Healthcare,ATM,BPAY - Restaurants,N,2022-05-24
TXN001034,ACC00101,CUST0104,2023-10-19,Refund,Credit,4385.95,Fuel,Branch,Refund - Retail,Y,2023-10-21
TXN001035,ACC00214,CUST0130,2022-12-13,Direct Debit,Debit,5478.87,Utilities,EFTPOS,Direct Debit - Healthcare,N,2022-12-13
TXN001036,ACC00251,CUST0166,2023-10-15,Purchase,Debit,13587.34,Utilities,Branch,Purchase - Healthcare,N,2023-10-16
TXN001037,ACC00173,CUST0087,2022-03-24,Refund,Credit,4093.28,Retail,Mobile App,Refund - Entertainment,N,2022-03-24
TXN001038,ACC00320,CUST0015,2022-01-22,Purchase,Debit,11019.88,Healthcare,ATM,Purchase - Utilities,N,2022-01-23
TXN001039,ACC00199,CUST0198,2022-03-15,Direct Debit,Debit,10429.63,Travel,Branch,Direct Debit - Entertainment,N,2022-03-16
TXN001040,ACC00209,CUST0029,2023-12-02,Direct Debit,Debit,1985.97,Healthcare,EFTPOS,Direct Debit - Utilities,N,2023-12-03
TXN001041,ACC00043,CUST0148,2024-07-10,Purchase,Debit,13781.72,Entertainment,EFTPOS,Purchase - Fuel,Y,2024-07-10
TXN001042,ACC00055,CUST0196,2023-05-13,Direct Debit,Debit,1117.14,Fuel,Internet Banking,Direct Debit - Utilities,N,2023-05-13
TXN001043,ACC00005,CUST0013,2022-01-28,Direct Debit,Debit,11047.82,Fuel,Internet Banking,Direct Debit - Retail,N,2022-01-29
TXN001044,ACC00341,CUST0197,2022-08-05,Purchase,Debit,9188.87,Restaurants,Internet Banking,Purchase - Fuel,N,2022-08-07
TXN001045,ACC00047,CUST0116,2022-01-08,PayID,Credit,6495.11,Utilities,Internet Banking,PayID - Groceries,N,2022-01-09
TXN001046,ACC00165,CUST0142,2024-12-20,Refund,Credit,2890.39,Utilities,ATM,Refund - Restaurants,N,2024-12-22
TXN001047,ACC00347,CUST0163,2022-05-06,BPAY,Debit,6638.3,Groceries,Mobile App,BPAY - Restaurants,N,2022-05-07
TXN001048,ACC00074,CUST0123,2023-01-23,PayID,Credit,10499.81,Fuel,Internet Banking,PayID - Restaurants,N,2023-01-23
TXN001049,ACC00084,CUST0006,2024-03-19,BPAY,Debit,9529.82,Healthcare,EFTPOS,BPAY - Travel,N,2024-03-20
TXN001050,ACC00112,CUST0166,2024-05-23,Direct Debit,Debit,3765.0,Utilities,EFTPOS,Direct Debit - Groceries,N,2024-05-25
TXN001051,ACC00129,CUST0002,2023-07-31,Purchase,Debit,11314.7,Groceries,Mobile App,Purchase - Retail,N,2023-08-02
TXN001052,ACC00031,CUST0107,2024-05-30,Refund,Credit,1200.19,Retail,Mobile App,Refund - Fuel,N,2024-05-31
TXN001053,ACC00349,CUST0101,2022-05-15,PayID,Credit,8538.45,Entertainment,ATM,PayID - Entertainment,N,2022-05-16
TXN001054,ACC00190,CUST0121,2024-10-20,ATM Withdrawal,Debit,4504.41,Entertainment,EFTPOS,ATM Withdrawal - Utilities,N,2024-10-20
TXN001055,ACC00022,CUST0002,2023-12-24,ATM Withdrawal,Debit,6146.58,Entertainment,ATM,ATM Withdrawal - Retail,N,2023-12-25
TXN001056,ACC00232,CUST0178,2022-11-09,Refund,Credit,2132.1,Travel,ATM,Refund - Groceries,N,2022-11-10
TXN001057,ACC00196,CUST0043,2022-11-02,Purchase,Debit,5991.87,Travel,Internet Banking,Purchase - Restaurants,N,2022-11-02
TXN001058,ACC00112,CUST0166,2022-07-14,ATM Withdrawal,Debit,246.82,Restaurants,Branch,ATM Withdrawal - Entertainment,N,2022-07-15
TXN001059,ACC00201,CUST0078,2022-11-21,Refund,Credit,4553.53,Healthcare,Internet Banking,Refund - Utilities,N,2022-11-23
TXN001060,ACC00256,CUST0005,2024-06-05,Refund,Credit,6527.18,Restaurants,ATM,Refund - Groceries,N,2024-06-05
TXN001061,ACC00035,CUST0006,2023-10-25,BPAY,Debit,10590.66,Healthcare,Internet Banking,BPAY - Utilities,N,2023-10-26
TXN001062,ACC00111,CUST0026,2024-05-02,Direct Debit,Debit,7358.11,Restaurants,Branch,Direct Debit - Healthcare,N,2024-05-03
TXN001063,ACC00314,CUST0075,2022-09-07,BPAY,Debit,8987.14,Healthcare,Branch,BPAY - Entertainment,N,2022-09-07
TXN001064,ACC00190,CUST0121,2024-08-27,ATM Withdrawal,Debit,947.81,Entertainment,ATM,ATM Withdrawal - Utilities,N,2024-08-28
TXN001065,ACC00120,CUST0169,2023-10-03,ATM Withdrawal,Debit,9508.44,Healthcare,EFTPOS,ATM Withdrawal - Entertainment,N,2023-10-04
TXN001066,ACC00100,CUST0064,2022-09-18,Refund,Credit,14482.14,Utilities,EFTPOS,Refund - Utilities,N,2022-09-18
TXN001067,ACC00251,CUST0166,2024-08-20,Direct Debit,Debit,13358.47,Fuel,ATM,Direct Debit - Restaurants,N,2024-08-20
TXN001068,ACC00271,CUST0154,2024-10-02,PayID,Credit,6940.88,Healthcare,Mobile App,PayID - Retail,N,2024-10-02
TXN001069,ACC00142,CUST0158,2022-10-21,Refund,Credit,5457.37,Groceries,ATM,Refund - Utilities,N,2022-10-21
TXN001070,ACC00168,CUST0021,2023-12-31,ATM Withdrawal,Debit,12372.73,Restaurants,Branch,ATM Withdrawal - Entertainment,N,2024-01-01
TXN001071,ACC00310,CUST0008,2023-02-14,PayID,Credit,12362.22,Utilities,EFTPOS,PayID - Fuel,N,2023-02-14
TXN001072,ACC00100,CUST0064,2024-12-08,Direct Debit,Debit,11982.93,Utilities,ATM,Direct Debit - Travel,N,2024-12-08
TXN001073,ACC00153,CUST0187,2023-06-19,Direct Debit,Debit,3064.4,Groceries,Mobile App,Direct Debit - Travel,N,2023-06-20
TXN001074,ACC00076,CUST0187,2024-07-03,BPAY,Debit,9388.72,Restaurants,EFTPOS,BPAY - Retail,N,2024-07-03
TXN001075,ACC00141,CUST0008,2024-07-22,PayID,Credit,4139.97,Retail,Branch,PayID - Restaurants,N,2024-07-23
TXN001076,ACC00009,CUST0036,2022-09-11,Direct Debit,Debit,787.3,Retail,Branch,Direct Debit - Restaurants,N,2022-09-13
TXN001077,ACC00193,CUST0148,2022-02-22,PayID,Credit,9433.73,Entertainment,ATM,PayID - Restaurants,N,2022-02-22
TXN001078,ACC00330,CUST0068,2023-08-03,Refund,Credit,4860.89,Groceries,EFTPOS,Refund - Groceries,N,2023-08-05
TXN001079,ACC00068,CUST0034,2024-10-14,Purchase,Debit,959.1,Restaurants,Internet Banking,Purchase - Fuel,N,2024-10-16
TXN001080,ACC00121,CUST0185,2022-07-08,Direct Debit,Debit,11320.14,Entertainment,Mobile App,Direct Debit - Travel,N,2022-07-08
TXN001081,ACC00253,CUST0079,2024-03-31,BPAY,Debit,8177.13,Travel,ATM,BPAY - Restaurants,N,2024-03-31
TXN001082,ACC00107,CUST0055,2024-07-07,Refund,Credit,2386.75,Healthcare,Internet Banking,Refund - Utilities,N,2024-07-09
TXN001083,ACC00286,CUST0144,2022-02-19,Refund,Credit,788.19,Utilities,ATM,Refund - Groceries,N,2022-02-19
TXN001084,ACC00079,CUST0028,2022-10-09,Direct Debit,Debit,7509.26,Travel,ATM,Direct Debit - Groceries,N,2022-10-10
TXN001085,ACC00253,CUST0079,2022-02-18,PayID,Credit,10044.96,Travel,EFTPOS,PayID - Fuel,N,2022-02-20
TXN001086,ACC00019,CUST0198,2023-03-04,ATM Withdrawal,Debit,3443.36,Groceries,Branch,ATM Withdrawal - Fuel,N,2023-03-05
TXN001087,ACC00261,CUST0117,2022-12-03,Transfer,Credit,5958.33,Groceries,EFTPOS,Transfer - Healthcare,N,2022-12-04
TXN001088,ACC00262,CUST0068,2024-03-06,Transfer,Credit,2398.79,Healthcare,Branch,Transfer - Utilities,N,2024-03-07
TXN001089,ACC00202,CUST0131,2022-09-02,ATM Withdrawal,Debit,9757.29,Groceries,ATM,ATM Withdrawal - Travel,N,2022-09-02
TXN001090,ACC00022,CUST0002,2024-03-04,PayID,Credit,12069.73,Utilities,Internet Banking,PayID - Healthcare,N,2024-03-06
TXN001091,ACC00110,CUST0113,2023-09-14,Purchase,Debit,5414.71,Utilities,EFTPOS,Purchase - Healthcare,N,2023-09-14
TXN001092,ACC00159,CUST0181,2022-01-26,Transfer,Credit,3247.14,Entertainment,Internet Banking,Transfer - Retail,N,2022-01-27
TXN001093,ACC00168,CUST0021,2024-07-26,BPAY,Debit,14763.46,Restaurants,ATM,BPAY - Retail,N,2024-07-27
TXN001094,ACC00342,CUST0133,2023-05-24,Purchase,Debit,1166.03,Groceries,Mobile App,Purchase - Groceries,N,2023-05-25
TXN001095,ACC00001,CUST0156,2023-09-14,PayID,Credit,6676.46,Restaurants,Mobile App,PayID - Groceries,N,2023-09-16
TXN001096,ACC00098,CUST0153,2024-05-16,Direct Debit,Debit,11127.96,Fuel,Branch,Direct Debit - Travel,N,2024-05-17
TXN001097,ACC00018,CUST0082,2022-09-03,Direct Debit,Debit,4531.45,Retail,Internet Banking,Direct Debit - Fuel,N,2022-09-05
TXN001098,ACC00350,CUST0129,2022-03-04,ATM Withdrawal,Debit,13204.48,Restaurants,Mobile App,ATM Withdrawal - Fuel,N,2022-03-04
TXN001099,ACC00234,CUST0199,2023-07-14,PayID,Credit,4051.73,Retail,Mobile App,PayID - Restaurants,N,2023-07-15
TXN001100,ACC00348,CUST0040,2024-02-12,ATM Withdrawal,Debit,449.44,Travel,ATM,ATM Withdrawal - Travel,N,2024-02-12
TXN001101,ACC00296,CUST0098,2022-04-01,Refund,Credit,9849.49,Healthcare,Branch,Refund - Retail,N,2022-04-02
TXN001102,ACC00013,CUST0044,2023-07-11,Transfer,Credit,14447.88,Utilities,ATM,Transfer - Groceries,N,2023-07-11
TXN001103,ACC00289,CUST0180,2024-06-10,PayID,Credit,8384.61,Retail,Internet Banking,PayID - Groceries,N,2024-06-10
TXN001104,ACC00307,CUST0170,2024-01-23,ATM Withdrawal,Debit,6844.41,Restaurants,Branch,ATM Withdrawal - Entertainment,N,2024-01-25
TXN001105,ACC00075,CUST0084,2023-10-19,Direct Debit,Debit,11028.19,Travel,Internet Banking,Direct Debit - Travel,N,2023-10-20
TXN001106,ACC00150,CUST0016,2022-10-30,Refund,Credit,12213.6,Retail,EFTPOS,Refund - Travel,N,2022-10-31
TXN001107,ACC00045,CUST0105,2023-06-03,Direct Debit,Debit,13271.7,Entertainment,ATM,Direct Debit - Retail,N,2023-06-05
TXN001108,ACC00085,CUST0144,2022-03-29,Refund,Credit,5152.46,Restaurants,EFTPOS,Refund - Entertainment,N,2022-03-31
TXN001109,ACC00082,CUST0076,2022-10-13,Refund,Credit,14658.5,Utilities,ATM,Refund - Fuel,N,2022-10-13
TXN001110,ACC00257,CUST0168,2022-03-27,BPAY,Debit,7794.01,Groceries,Branch,BPAY - Restaurants,N,2022-03-29
TXN001111,ACC00172,CUST0037,2024-09-28,PayID,Credit,1754.7,Entertainment,EFTPOS,PayID - Travel,N,2024-09-29
TXN001112,ACC00113,CUST0053,2023-12-21,PayID,Credit,11247.64,Fuel,Internet Banking,PayID - Retail,N,2023-12-23
TXN001113,ACC00097,CUST0182,2022-01-02,BPAY,Debit,13397.86,Fuel,ATM,BPAY - Restaurants,N,2022-01-04
TXN001114,ACC00157,CUST0123,2023-05-11,Direct Debit,Debit,11337.25,Utilities,EFTPOS,Direct Debit - Fuel,N,2023-05-11
TXN001115,ACC00013,CUST0044,2022-02-03,Purchase,Debit,467.43,Utilities,Internet Banking,Purchase - Fuel,N,2022-02-04
TXN001116,ACC00061,CUST0145,2024-05-14,PayID,Credit,14173.17,Travel,Mobile App,PayID - Healthcare,N,2024-05-15
TXN001117,ACC00107,CUST0055,2023-09-15,BPAY,Debit,6428.43,Retail,EFTPOS,BPAY - Groceries,N,2023-09-15
TXN001118,ACC00256,CUST0005,2023-10-17,Direct Debit,Debit,5273.1,Retail,ATM,Direct Debit - Fuel,N,2023-10-19
TXN001119,ACC00318,CUST0048,2023-12-20,PayID,Credit,14236.89,Retail,Mobile App,PayID - Travel,Y,2023-12-21
TXN001120,ACC00045,CUST0105,2024-08-30,Purchase,Debit,3783.09,Fuel,Internet Banking,Purchase - Fuel,N,2024-09-01
TXN001121,ACC00173,CUST0087,2023-05-10,ATM Withdrawal,Debit,9054.53,Groceries,Branch,ATM Withdrawal - Healthcare,N,2023-05-12
TXN001122,ACC00232,CUST0178,2023-03-20,Purchase,Debit,9206.15,Groceries,Internet Banking,Purchase - Groceries,N,2023-03-21
TXN001123,ACC00036,CUST0139,2024-10-25,Direct Debit,Debit,2719.32,Travel,EFTPOS,Direct Debit - Groceries,N,2024-10-25
TXN001124,ACC00265,CUST0107,2024-10-02,ATM Withdrawal,Debit,2609.61,Healthcare,Internet Banking,ATM Withdrawal - Groceries,N,2024-10-03
TXN001125,ACC00219,CUST0184,2022-08-13,Refund,Credit,10302.42,Fuel,Internet Banking,Refund - Retail,N,2022-08-13
TXN001126,ACC00199,CUST0198,2022-12-28,Purchase,Debit,11587.17,Healthcare,Internet Banking,Purchase - Utilities,N,2022-12-30
TXN001127,ACC00299,CUST0098,2024-10-07,ATM Withdrawal,Debit,3431.76,Fuel,Mobile App,ATM Withdrawal - Restaurants,N,2024-10-09
TXN001128,ACC00310,CUST0008,2022-02-18,Direct Debit,Debit,6572.02,Travel,Mobile App,Direct Debit - Entertainment,N,2022-02-18
TXN001129,ACC00215,CUST0130,2024-08-28,ATM Withdrawal,Debit,504.02,Travel,Mobile App,ATM Withdrawal - Fuel,N,2024-08-30
TXN001130,ACC00184,CUST0168,2024-08-30,Transfer,Credit,6020.5,Restaurants,Mobile App,Transfer - Groceries,N,2024-09-01
TXN001131,ACC00096,CUST0068,2023-02-07,BPAY,Debit,6692.09,Entertainment,EFTPOS,BPAY - Healthcare,N,2023-02-09
TXN001132,ACC00095,CUST0195,2024-04-26,Purchase,Debit,1738.63,Utilities,Internet Banking,Purchase - Restaurants,N,2024-04-28
TXN001133,ACC00201,CUST0078,2022-01-23,BPAY,Debit,5578.51,Groceries,Mobile App,BPAY - Healthcare,N,2022-01-23
TXN001134,ACC00156,CUST0013,2022-10-08,Transfer,Credit,4793.62,Retail,Internet Banking,Transfer - Utilities,N,2022-10-09
TXN001135,ACC00246,CUST0194,2023-03-15,ATM Withdrawal,Debit,1486.61,Fuel,Internet Banking,ATM Withdrawal - Restaurants,N,2023-03-15
TXN001136,ACC00035,CUST0006,2024-09-05,Purchase,Debit,7701.26,Restaurants,Internet Banking,Purchase - Travel,N,2024-09-06
TXN001137,ACC00116,CUST0068,2023-06-22,Refund,Credit,6096.47,Travel,Mobile App,Refund - Entertainment,N,2023-06-22
TXN001138,ACC00099,CUST0035,2024-02-05,BPAY,Debit,5862.25,Utilities,Internet Banking,BPAY - Retail,N,2024-02-07
TXN001139,ACC00209,CUST0029,2022-11-19,BPAY,Debit,3620.87,Healthcare,ATM,BPAY - Fuel,N,2022-11-19
TXN001140,ACC00214,CUST0130,2022-05-16,PayID,Credit,8425.74,Restaurants,Mobile App,PayID - Entertainment,N,2022-05-17
TXN001141,ACC00238,CUST0090,2023-12-01,BPAY,Debit,4553.15,Entertainment,Branch,BPAY - Retail,N,2023-12-02
TXN001142,ACC00302,CUST0093,2022-10-09,Purchase,Debit,7040.45,Retail,Branch,Purchase - Fuel,N,2022-10-10
TXN001143,ACC00139,CUST0022,2023-08-15,Transfer,Credit,8916.91,Entertainment,Branch,Transfer - Utilities,N,2023-08-16
TXN001144,ACC00157,CUST0123,2023-01-28,BPAY,Debit,12386.2,Travel,Branch,BPAY - Healthcare,N,2023-01-30
TXN001145,ACC00338,CUST0192,2023-01-21,Refund,Credit,11524.94,Restaurants,Branch,Refund - Utilities,N,2023-01-22
TXN001146,ACC00278,CUST0115,2023-10-20,ATM Withdrawal,Debit,3067.76,Restaurants,Mobile App,ATM Withdrawal - Healthcare,N,2023-10-20
